Stress_Level,Sector,Increased_Work_Hours,Work_From_Home,Hours_Worked_Per_Day,Meetings_Per_Day,Productivity_Change,Health_Issue,Job_Security,Childcare_Responsibilities,Commuting_Changes,Technology_Adaptation,Salary_Changes,Team_Collaboration_Challenges,Affected_by_Covid
Medium,IT,0,0,5.642.007.654.086.200,6.247.467.315.624.520,0,1,0,1,1,0,1,1,1
Low,IT,0,1,665.556.225.489.519,5.043.530.066.614.180,0,1,0,0,0,1,0,1,1
Medium,Healthcare,1,1,10.511.355.051.482.200,4.189.098.576.760.740,0,0,0,1,1,1,1,1,1
Medium,Healthcare,0,1,6.873.867.600.409.790,5.651.611.580.339.650,1,0,1,1,0,1,1,1,1
Medium,IT,1,1,10.244.283.467.839.000,7.881.745.746.640.740,1,0,1,0,1,0,0,0,1
High,Retail,1,1,8.949.207.846.069.520,2.246.613.247.267.090,1,0,0,0,0,1,0,1,1
Low,Healthcare,1,0,8.103.435.769.626.370,27.944.010.656.150.700,0,0,0,0,1,1,1,0,1
High,Retail,1,1,6.594.334.374.129.110,8.027.957.963.253.820,0,0,0,0,1,1,0,1,1
Low,IT,1,1,7.811.512.312.950.490,4.640.042.263.456.560,0,0,0,1,1,0,0,0,1
Low,Education,1,1,8.379.295.909.749.790,4.286.304.517.947.350,1,1,1,1,0,1,0,1,1
High,IT,0,1,10.065.077.796.602.200,38.269.213.875.067.500,0,0,0,0,0,1,1,0,1
Low,Retail,1,1,6.228.528.798.732.490,581.265.400.145.716,1,1,0,0,0,0,0,1,1
Low,Retail,1,1,747.436.631.494.777,791.687.096.321.543,1,1,1,0,0,0,0,0,1
Medium,IT,1,1,808.964.626.386.457,3.002.217.188.899.980,1,1,1,0,1,0,0,1,1
Medium,Healthcare,1,0,932.535.671.537.233,3.854.684.909.215.990,1,0,0,0,0,0,0,1,1
Medium,Retail,1,1,61.830.713.249.544.400,3.473.909.307.148.200,0,0,0,0,0,1,1,1,1
Low,Education,1,1,536.686.041.422.557,5.099.297.465.228.910,1,0,1,1,1,0,0,1,1
Medium,Healthcare,1,1,93.479.303.034.201,58.335.901.564.758.600,1,0,1,0,1,1,0,0,1
Medium,Retail,1,1,4.964.101.770.106.590,6.431.399.177.999.670,1,1,1,1,0,1,0,1,1
Medium,Retail,0,1,10.569.959.429.524.300,5.150.077.423.930.420,1,0,0,1,0,0,0,0,1
High,Retail,1,1,7.688.147.805.034.180,7.778.999.186.865.420,1,1,1,0,0,1,0,1,1
Medium,IT,1,1,4.904.937.835.451.100,31.378.705.251.888.800,0,1,1,1,0,1,1,1,1
Medium,Retail,1,1,7.039.159.561.193.010,2.748.189.171.350.940,0,0,1,0,1,0,0,1,1
Medium,Education,1,1,8.758.247.266.138.470,6.204.016.439.974.310,1,0,0,1,1,1,0,1,1
Low,Education,0,1,6.934.597.824.890.040,4.184.248.479.394.500,1,0,1,1,1,1,0,1,1
High,Education,1,0,8.040.059.497.648.690,19.360.895.148.770.700,0,0,0,0,0,0,0,0,1
Medium,Education,1,0,9.480.156.731.410.570,3.525.905.542.543.820,1,0,0,0,1,1,0,1,1
Low,IT,1,1,75.956.193.292.247.600,4.383.487.981.145.910,0,1,0,1,0,0,0,1,1
Medium,Education,1,0,6.125.884.647.067.730,30.306.276.431.389.600,0,0,0,1,0,1,0,1,1
Medium,Healthcare,0,1,7.402.032.005.256.310,2.478.008.969.358.110,0,0,0,0,0,0,0,1,1
High,Retail,1,0,1.082.968.027.291.850,36.885.562.952.111.800,0,0,1,0,1,0,0,0,1
High,Education,0,1,11.370.128.690.666.300,2.403.199.869.457.430,1,0,1,1,1,0,0,1,1
Medium,IT,0,0,39.601.476.521.154.400,4.952.696.558.470.340,1,1,0,1,1,0,0,1,1
Low,Healthcare,1,1,10.182.055.818.382.900,10.842.927.296.607.300,1,1,1,1,0,0,0,1,1
Medium,Healthcare,1,1,8.500.295.432.070.710,41.356.373.919.481.300,1,0,0,1,1,1,0,1,1
High,Healthcare,0,1,98.479.653.582.403,4.779.264.832.162.450,0,1,1,0,1,1,0,1,1
Medium,Education,1,1,6.899.023.479.464.740,38.641.881.403.774.300,1,0,0,1,1,1,0,1,1
Low,Healthcare,1,1,4.463.472.980.997.020,5.639.834.345.606.300,1,0,0,0,0,1,1,1,1
Low,Education,0,1,9.168.977.577.294.920,19.441.581.486.937.900,1,0,1,1,1,0,0,1,1
Medium,Retail,1,0,6.118.045.477.434.560,29.483.657.479.358.200,0,0,0,0,1,1,1,0,1
Low,Retail,0,1,5.223.415.137.030.290,3.504.948.030.623.660,1,0,0,1,1,1,0,1,1
High,Retail,0,1,5.363.197.235.053.060,50.690.868.541.139.500,1,1,0,0,1,1,0,1,1
Medium,IT,1,1,9.201.827.564.830.660,4.327.761.379.069.180,0,0,1,1,0,1,0,1,1
High,Healthcare,1,0,8.278.904.932.058.390,7.215.048.974.113.620,0,1,0,0,0,1,1,1,1
Medium,Education,1,1,9.564.932.043.749.340,279.132.115.453.916,0,0,0,1,1,0,1,1,1
Medium,IT,1,1,933.815.050.899.273,1.907.516.652.129.020,0,1,0,0,1,1,0,1,1
Medium,Healthcare,1,1,71.581.328.708.324.600,6.683.633.474.399.590,1,1,0,0,1,0,0,1,1
Medium,Education,1,1,7.859.052.852.245.080,18.537.121.241.014.200,1,0,0,1,0,1,0,0,1
Low,Healthcare,1,1,6.977.124.942.434.920,5.024.594.067.098.560,1,0,1,1,1,0,1,0,1
High,Education,1,1,7.579.344.454.269.010,25.319.949.369.670.400,1,1,0,1,0,1,0,1,1
Medium,Retail,0,1,6.065.490.524.037.860,896.022.473.728.471,1,0,0,0,1,1,0,1,1
Low,Retail,1,1,878.096.858.774.867,3.437.824.309.280.150,0,0,0,0,0,0,1,1,1
Medium,Healthcare,0,1,10.150.241.497.963.500,5.349.249.943.715.740,1,1,1,1,0,1,0,1,1
Low,Education,0,1,6.366.773.940.358.020,21.673.433.672.903.800,1,1,0,1,0,1,1,0,1
Medium,Healthcare,1,0,10.562.539.290.802.600,48.641.420.922.172.400,1,1,1,0,1,1,0,1,1
Low,IT,1,1,8.227.042.992.955.880,5.144.295.341.779.670,0,1,0,0,0,1,0,0,1
Medium,Education,1,1,8.482.157.952.811.620,2.092.464.787.721.040,0,0,1,1,0,1,0,1,1
Medium,Retail,1,1,4.601.140.960.784.960,3.658.358.066.931.440,0,0,0,1,1,1,0,0,1
High,Education,0,1,4.385.475.380.868.530,63.656.122.334.907.400,1,0,0,0,1,1,0,1,1
Medium,Retail,0,1,8.288.232.725.559.360,4.975.888.929.945.610,1,0,1,1,1,1,0,1,1
Medium,IT,0,0,9.579.464.249.264.010,3.607.761.303.135.960,0,0,1,0,0,1,0,1,1
Low,Education,0,1,6.657.239.112.710.090,4.622.943.221.880.870,1,1,1,0,0,1,1,0,1
Low,Education,1,1,11.340.187.801.166.100,2.972.105.037.294.320,0,0,0,0,0,1,0,1,1
Medium,Education,1,1,9.469.871.948.508.630,5.670.543.517.577.530,0,0,0,0,0,0,0,1,1
High,Retail,0,0,618.331.749.658.403,56.698.900.969.032.000,1,0,1,0,0,1,0,1,1
Low,Healthcare,1,0,8.061.697.334.107.010,4.181.358.872.629.080,0,0,0,0,1,0,0,1,1
Medium,Retail,1,1,12.953.858.267.446.800,4.346.059.234.686.540,0,0,0,1,0,0,0,1,1
High,IT,1,1,5.514.871.994.400.580,2.501.804.687.491.490,0,1,1,0,0,1,0,1,1
High,Retail,1,1,9.056.539.877.830.210,19.719.453.593.982.500,0,0,0,0,1,1,0,1,1
Low,Healthcare,1,1,7.354.510.894.553.310,3.435.092.884.087.700,1,1,0,0,0,1,0,1,1
Medium,Education,0,1,9.413.792.581.837.020,38.688.974.354.632.300,1,0,1,1,1,1,0,1,1
High,Education,1,1,10.534.547.292.636.700,5.593.941.246.081.980,0,0,1,1,1,1,0,1,1
Medium,IT,1,1,7.227.525.822.577.260,5.383.641.625.927.460,0,0,0,0,0,1,0,1,1
Medium,Healthcare,1,0,10.237.824.543.414.300,427.724.933.253.864,0,0,0,0,0,1,0,1,1
Medium,Education,0,1,12.442.406.788.543.900,5.785.808.476.559.180,0,0,0,0,0,1,0,0,1
Medium,Education,0,0,8.132.549.474.688.460,2.584.770.731.778.390,1,1,0,1,1,1,0,1,1
Medium,Healthcare,0,1,9.569.777.374.988.370,5.616.005.330.917.550,0,1,1,0,1,0,0,0,1
Medium,Education,1,1,681.911.845.959.345,28.143.569.284.757.900,0,1,0,0,0,1,0,1,1
Medium,IT,1,1,8.038.518.618.062.420,5.859.541.795.096.360,0,1,0,0,1,1,1,1,1
Medium,Education,1,1,7.646.649.814.583.510,3.979.980.302.845.020,0,1,0,0,0,1,0,1,1
Medium,Retail,0,1,9.593.871.851.317.190,10.025.699.851.933.900,0,0,0,1,1,0,0,1,1
Medium,IT,1,0,1.040.935.187.151.380,5.095.235.746.047.160,1,0,0,0,1,1,0,1,1
Medium,Healthcare,1,1,7.780.690.301.765.080,521.431.863.925.117,0,0,0,1,1,1,0,1,1
High,IT,0,0,11.067.245.691.465.800,3.315.129.918.267.120,0,0,1,0,0,0,1,1,1
High,Education,1,1,11.060.094.883.123.200,3.443.110.632.408.970,1,0,0,0,1,0,1,1,1
Low,Retail,1,1,9.693.707.486.359.800,37.606.820.801.730.900,1,1,0,0,1,1,0,1,1
Medium,IT,1,1,6.967.946.936.556.540,1.112.272.281.060.590,0,0,0,0,1,1,0,1,1
Medium,Healthcare,1,1,6.776.342.366.520.190,45.290.774.035.728.400,0,0,1,1,1,1,1,1,1
Medium,Education,0,1,6.375.237.290.619.920,59.524.384.571.955.800,1,1,0,0,0,0,0,0,1
High,Retail,1,1,9.898.332.140.476.320,2.763.898.498.884.130,1,0,0,0,0,1,1,0,1
High,Healthcare,1,1,5.576.463.585.021.270,6.782.896.164.364.540,0,0,0,0,1,1,0,1,1
Medium,Retail,1,1,9.353.675.308.222.010,6.055.602.701.708.370,0,0,1,0,1,1,0,1,1
High,IT,1,1,5.837.781.304.351.770,63.507.929.714.046.000,0,0,0,0,1,1,0,0,1
Low,IT,1,0,9.647.092.239.683.940,30.245.515.712.992.600,1,0,0,0,0,1,0,1,1
High,Education,0,1,8.034.439.165.461.120,15.873.982.196.041.200,1,1,0,1,1,1,0,0,1
High,IT,0,1,10.667.277.123.719.600,23.696.765.401.084.600,0,1,0,1,0,1,0,1,1
Medium,Healthcare,1,0,10.282.909.156.642.500,33.303.179.092.706.300,0,0,0,1,1,1,0,1,1
High,Healthcare,0,1,10.870.130.824.004.200,44.015.540.072.404,1,0,1,1,0,1,1,0,1
Medium,Healthcare,1,1,10.921.637.436.578.200,32.868.614.663.137.400,0,0,1,0,0,1,0,1,1
Medium,Education,1,0,8.287.261.667.976.390,3.697.482.958.733.330,0,1,1,0,0,0,0,1,1
High,Retail,1,1,5.682.413.867.150.790,2.058.368.542.619.950,1,0,1,1,0,1,0,1,1
Low,Healthcare,1,1,5.894.953.890.005.240,2.439.272.352.631.250,0,0,0,0,1,0,1,0,1
High,Education,1,1,3.826.302.941.368.120,36.691.022.182.287.900,1,1,0,1,0,0,1,1,1
Low,Retail,1,1,5.832.668.333.143.810,4.534.429.822.465.450,1,1,1,1,0,0,0,0,1
Medium,IT,1,1,8.137.647.315.409.290,26.637.659.979.996.300,1,1,0,1,0,0,0,0,1
Medium,Education,1,0,6.880.691.638.349.670,4.438.378.914.364.400,1,0,1,0,0,1,0,1,1
Medium,Education,1,1,7.639.728.791.180.290,4.205.269.011.981.780,0,0,1,1,1,0,1,1,1
Medium,Retail,1,1,8.985.430.838.922.800,4.070.328.788.527.580,1,0,0,0,1,1,0,0,1
Low,Education,1,1,7.391.869.483.868.480,30.219.788.142.151.300,1,0,1,0,0,1,0,1,1
High,IT,0,1,5.756.342.399.174.830,1.999.930.605.946.920,0,0,0,1,0,1,1,1,1
Medium,Healthcare,0,1,7.893.532.664.873.130,654.467.796.985.111,0,1,0,0,1,1,0,1,1
Medium,Education,0,1,620.301.902.645.431,4.945.458.874.686.130,1,0,1,0,0,1,0,1,1
High,Education,0,1,7.458.427.006.041.870,5.508.597.479.591.100,0,0,0,0,0,1,0,0,1
High,IT,0,1,10.685.553.928.846.000,38.745.554.727.416.100,0,1,0,0,1,1,0,1,1
Medium,Healthcare,1,1,745.898.939.180.765,37.539.618.366.097.900,0,1,0,1,1,0,0,0,1
Low,Education,0,1,11.541.915.106.695.400,4.735.989.521.088.080,0,0,0,1,0,1,1,1,1
High,Education,1,1,1.086.327.197.387.590,12.479.674.743.216.300,1,0,0,1,0,1,0,1,1
Medium,Retail,1,0,6.841.389.382.841.910,2.328.034.795.970.280,0,1,1,1,1,1,0,1,1
High,Education,0,1,5.777.752.467.168.440,2.803.337.682.957.440,0,0,1,0,0,1,0,1,1
Medium,Healthcare,1,1,7.894.891.676.159.610,33.181.503.661.873.500,1,0,1,1,1,0,0,1,1
High,Education,1,1,10.306.655.526.793.700,2.680.456.480.794.760,1,1,0,0,0,0,0,1,1
High,IT,0,1,7.019.618.187.542.620,4.499.210.687.876.110,1,0,0,0,1,1,0,1,1
Medium,Education,1,1,9.816.180.596.524.270,41.221.708.516.942.500,0,1,0,1,0,0,0,1,1
High,Healthcare,1,1,10.416.879.978.272.100,6.089.297.034.627.060,0,0,1,0,0,1,0,1,1
Medium,Retail,1,1,6.451.948.699.274.780,77.106.387.356.688.400,1,0,0,0,1,0,1,0,1
Low,Healthcare,1,1,6.647.897.823.422.820,21.057.246.397.773.500,0,0,0,0,0,1,0,0,1
Medium,IT,1,0,9.425.324.064.254.010,4.220.957.820.952.660,0,0,0,0,0,0,0,0,1
Medium,IT,0,0,8.303.695.099.283.140,4.218.288.817.310.460,1,0,0,1,1,0,0,0,1
High,Healthcare,0,1,6.627.876.946.912.640,39.787.028.953.530.000,0,0,1,1,0,1,0,0,1
Medium,Retail,1,1,7.295.639.103.760.820,23.727.631.435.517.400,1,0,0,0,0,0,0,1,1
Medium,Healthcare,1,1,7.858.960.894.545.160,26.242.038.315.361.700,1,1,1,1,0,1,0,1,1
High,Healthcare,1,1,4.870.291.150.089.070,4.360.608.417.874.170,0,0,1,1,0,1,0,1,1
Medium,Education,1,1,953.128.621.296.539,25.819.748.900.391.400,0,0,1,0,1,1,0,0,1
Medium,IT,1,1,7.042.615.622.121.610,4.238.907.958.250.510,0,0,0,1,1,1,0,0,1
Low,Education,1,1,24.325.675.524.038.000,36.310.753.231.815.900,0,1,0,0,0,1,0,1,1
Low,Healthcare,1,0,7.952.258.063.381.090,4.212.486.854.681.920,1,1,1,1,1,0,1,0,1
Low,IT,1,1,6.516.857.482.212.980,2.570.049.294.348.340,1,0,1,1,0,1,0,1,1
Medium,Healthcare,1,1,11.377.644.384.605.300,4.236.203.863.501.800,0,1,1,0,1,1,0,0,1
Medium,IT,1,1,6.829.109.958.160.060,26.785.711.247.851.100,0,0,0,1,0,0,0,1,1
Low,IT,1,1,5.804.713.272.842.770,4.241.043.412.985.370,0,0,0,0,1,1,1,1,1
Low,IT,1,1,9.015.865.339.924.030,60.090.941.836.587.300,1,0,0,1,1,1,0,1,1
High,Retail,0,0,6.679.105.263.984.830,4.391.475.775.024.100,1,1,0,1,0,0,0,1,1
High,Retail,1,1,6.441.087.597.495.530,4.482.805.573.574.580,0,0,0,0,0,0,0,0,1
Medium,Education,1,0,9.019.002.765.648.810,5.225.809.776.246.320,1,1,1,0,0,0,0,1,1
Low,Education,1,0,5.919.065.384.220.860,18.946.624.832.901.000,0,1,0,1,1,1,0,0,1
High,Healthcare,0,1,5.085.452.683.601.090,6.578.382.360.584.510,0,0,0,1,0,1,1,1,1
Medium,IT,1,0,11.451.996.004.188.600,24.166.150.110.814.400,0,0,0,1,1,1,0,1,1
Low,IT,1,1,915.899.747.520.129,5.319.491.496.053.400,1,0,0,1,1,1,0,1,1
Medium,IT,0,1,747.158.143.001.127,5.120.364.980.884.480,0,1,0,0,0,1,0,0,1
Low,Education,1,1,7.993.045.580.596.120,26.467.504.577.428.500,1,0,1,1,1,1,1,1,1
High,Healthcare,0,0,9.011.728.716.232.310,5.513.329.205.150.140,0,0,1,1,1,0,0,1,1
High,Healthcare,1,1,9.946.674.899.226.840,4.746.719.149.619.960,1,0,0,0,1,0,0,1,1
Medium,Healthcare,1,1,6.488.049.417.369.970,68.349.679.666.033.800,0,0,1,1,0,0,0,0,1
Medium,IT,1,1,8.732.293.051.931.360,4.290.068.127.011.930,0,1,0,1,0,1,0,0,1
Medium,Education,1,1,6.986.591.647.579.520,38.371.850.027.161.000,0,0,1,0,0,0,0,0,1
High,Education,1,1,7.622.037.510.974.750,32.278.562.081.226.900,1,0,0,1,1,1,0,0,1
Medium,IT,1,1,8.321.385.734.929.800,13.849.670.929.732.400,1,0,0,0,0,1,0,1,1
Low,Retail,0,1,7.986.642.853.894.650,35.226.586.528.732.600,0,0,0,1,1,1,0,1,1
Medium,Education,1,0,9.471.133.796.605.140,35.861.524.086.116.800,0,0,0,1,0,1,0,1,1
Medium,Education,1,1,8.974.173.118.231.180,4.393.087.273.836.150,1,0,0,1,1,0,1,1,1
High,Education,1,1,4.983.661.581.255.640,18.653.453.336.763.000,0,0,1,0,1,1,0,1,1
High,Education,1,0,5.284.353.585.869.110,36.414.816.832.196.800,1,0,0,1,0,1,0,1,1
Medium,Retail,1,1,72.605.666.304.814.100,4.864.377.088.033.170,1,0,0,0,0,0,0,1,1
Low,IT,0,1,1.165.725.052.488.360,5.013.264.513.238.770,1,0,1,1,1,0,0,1,1
Medium,Retail,1,1,6.296.816.334.996.790,12.102.772.357.940.000,1,1,1,1,1,1,0,1,1
High,Retail,0,1,7.583.554.580.774.490,5.059.609.912.979.830,1,0,0,0,0,1,0,1,1
Medium,Retail,1,1,6.927.307.946.086.950,3.630.139.130.317.760,0,0,0,0,0,1,0,1,1
Medium,Education,1,1,68.919.112.318.238.400,3.722.483.683.752.160,0,0,1,1,0,1,1,1,1
Low,IT,1,1,835.647.948.781.011,45.322.694.521.624.200,0,1,1,0,1,0,0,1,1
Medium,IT,1,0,10.801.554.552.391.300,624.035.674.383.682,1,0,1,0,1,1,0,0,1
High,IT,0,1,8.911.936.799.761.170,4.265.198.327.516.940,1,0,0,1,0,0,0,1,1
Medium,Healthcare,0,0,6.392.938.077.145.810,17.028.093.602.159.300,0,1,0,1,0,0,0,1,1
Medium,IT,1,0,13.506.459.021.606.400,45.628.023.623.747,1,0,0,0,1,1,0,1,1
High,Education,1,1,815.714.644.192.225,4.516.717.661.270.530,0,1,0,1,0,1,0,1,1
High,Education,0,1,6.845.558.087.235.770,5.833.816.229.399.480,1,0,1,0,0,0,0,1,1
Low,Healthcare,0,1,10.824.192.749.355.100,3.535.466.846.063.680,0,1,1,1,1,1,0,1,1
Medium,IT,1,1,7.061.858.764.112.360,4.017.994.103.407.870,1,0,1,1,0,1,0,1,1
High,Healthcare,0,1,11.325.827.309.974.800,3.035.788.299.643.130,0,1,0,0,0,1,0,1,1
Medium,Education,1,1,6.258.714.418.066.660,4.896.922.920.989.100,1,1,0,0,0,1,1,0,1
Medium,Education,1,1,10.860.060.777.842.700,28.247.644.874.874.200,0,0,1,0,0,1,0,1,1
Medium,Healthcare,0,1,8.402.095.328.563.380,26.605.142.243.796.500,0,1,1,1,0,1,0,1,1
Low,Education,0,1,10.582.104.465.404.800,3.898.303.693.330.110,1,1,0,0,0,1,0,1,1
Low,Education,1,1,1.180.353.141.740.300,21.612.043.430.442.500,1,0,1,0,1,0,0,1,1
Medium,Education,1,1,5.734.785.418.957.490,6.403.196.827.808.850,1,1,0,0,1,0,0,1,1
Medium,Healthcare,1,1,10.551.543.641.516.600,6.890.900.091.612.810,1,0,0,0,0,1,1,1,1
High,Retail,1,1,518.219.219.114.919,33.196.148.718.672.700,1,0,0,1,1,1,0,0,1
Medium,Healthcare,1,1,5.905.631.289.503.540,1.920.107.490.164.250,1,0,0,1,1,1,0,1,1
Medium,Healthcare,1,1,63.931.810.804.151.200,4.504.888.058.353.090,1,1,0,0,1,0,0,1,1
Medium,IT,1,1,9.007.273.272.355.720,3.276.846.223.046.610,1,1,1,0,1,1,0,1,1
Medium,IT,1,1,806.603.175.386.972,5.762.021.698.792.040,1,1,1,0,1,1,0,1,1
High,Healthcare,0,1,7.665.727.831.674.320,28.192.801.067.051.400,1,0,0,0,1,0,0,1,1
High,Education,1,1,8.292.470.558.044.720,4.816.769.833.642.660,1,1,1,0,0,1,0,0,1
Medium,Healthcare,1,1,9.182.579.178.586.940,4.170.990.384.087.530,1,0,0,1,1,0,0,1,1
Low,Education,1,1,9.336.496.247.882.700,29.856.077.340.798.800,0,0,1,1,1,1,0,1,1
High,Education,1,1,10.188.333.671.230.200,4.360.074.742.737.910,1,0,0,0,1,1,0,1,1
Medium,IT,0,1,1.164.006.962.553.480,53.177.988.377.122.700,0,1,0,0,1,0,0,0,1
High,Retail,1,1,7.957.275.255.117.040,41.302.727.785.830.900,0,0,1,0,0,1,0,1,1
High,Retail,0,1,6.957.822.075.738.160,4.145.926.997.689.380,1,0,1,1,0,0,0,1,1
Medium,Healthcare,1,1,9.227.072.258.370.370,26.908.248.582.194.800,1,0,0,1,1,1,0,1,1
Medium,IT,0,0,5.711.490.367.470.750,5.716.307.196.856.200,0,0,1,1,0,0,1,1,1
High,Retail,0,1,6.642.591.735.776.770,5.566.819.867.214.770,0,0,0,1,0,1,0,1,1
High,Retail,1,1,999.876.189.278.558,3.384.161.216.970.250,0,0,1,1,0,0,0,1,1
High,Healthcare,1,1,77.517.432.503.645.900,38.135.673.107.755.000,0,0,1,1,1,0,0,0,1
Medium,Healthcare,1,1,5.583.615.083.283.920,612.133.100.903.549,0,0,0,0,0,1,0,1,1
High,IT,1,1,5.020.393.869.269.650,2.299.643.768.428.810,0,1,1,1,1,1,0,1,1
High,Healthcare,1,0,8.097.433.358.787.610,4.906.432.587.038.170,0,0,0,0,0,1,1,0,1
High,Education,1,1,1.028.379.307.393.600,31.620.793.403.033.000,1,0,0,1,1,1,1,0,1
Low,Retail,0,1,10.257.091.555.062.300,6.667.116.815.127.460,0,1,0,1,0,1,0,1,1
Medium,Healthcare,1,1,8.221.761.005.785.670,4.095.170.092.998.000,0,0,1,1,1,0,0,0,1
Medium,Healthcare,0,1,12.017.818.838.192.200,5.890.567.777.210.060,1,0,0,1,0,1,0,0,1
Medium,IT,1,1,7.790.359.268.119.070,2.858.008.977.308.300,1,0,0,0,1,0,0,1,1
Medium,IT,0,1,7.722.864.753.205.170,2.127.206.976.513.590,0,0,1,0,0,0,1,1,1
Low,Education,1,1,28.651.281.805.220.000,3.648.610.814.198.330,0,0,1,0,0,1,0,1,1
Medium,Healthcare,0,1,7.105.274.101.677.560,43.940.251.869.202.500,1,0,1,0,1,1,1,1,1
Medium,Retail,1,0,9.704.030.069.816.980,32.339.024.769.753.700,0,0,1,1,1,0,0,1,1
High,Retail,1,1,11.127.922.673.719.400,5.137.461.139.412.450,1,0,0,0,0,1,0,0,1
Medium,Education,1,1,633.953.073.266.543,3.685.069.648.284.350,0,1,1,1,1,0,0,1,1
Medium,Education,0,1,8.924.504.658.586.090,8.778.442.573.500.910,1,0,1,1,0,0,0,1,1
High,Education,1,0,10.093.758.064.646.500,4.829.217.968.789.500,1,0,1,0,1,0,0,1,1
Medium,IT,0,1,8.022.416.306.391.790,26.761.944.112.792.600,0,1,0,1,0,1,0,1,1
High,Healthcare,1,1,34.334.390.849.455.300,34.576.039.274.852.200,0,0,0,1,1,0,0,0,1
Medium,Education,1,1,8.494.579.999.148.500,6.329.696.805.309.030,1,0,0,0,0,1,0,1,1
Medium,Healthcare,1,1,9.522.861.248.121.780,6.659.217.586.181.630,0,1,1,1,0,0,0,1,1
Low,Education,1,1,6.105.154.209.963.080,3.136.759.847.360.780,0,1,0,1,1,0,0,1,1
High,Retail,1,1,7.491.690.938.251.220,486.667.994.594.776,0,0,0,0,1,1,0,0,1
High,IT,1,0,5.689.007.915.742.470,3.171.588.264.366.030,1,1,1,1,1,0,0,1,1
High,Retail,1,1,28.597.049.028.392.900,35.696.905.316.520.900,1,0,1,1,0,1,0,1,1
Low,Education,0,0,10.054.008.823.575.300,3.091.336.877.652.170,0,0,0,0,1,0,0,1,1
High,Healthcare,1,1,7.992.502.932.396.290,14.134.844.794.052.700,1,0,0,1,0,1,0,1,1
High,Retail,1,1,11.195.349.993.409.900,4.142.582.835.600.560,1,1,1,0,0,1,0,0,1
Medium,Retail,1,1,9.714.644.383.812.350,443.224.808.041.925,1,0,0,0,1,1,0,1,1
Medium,Retail,1,1,7.291.580.476.669.100,29.934.973.820.332.900,1,0,1,0,0,0,0,1,1
High,IT,1,0,7.833.638.679.791.180,5.631.687.567.155.660,1,0,1,1,0,0,0,1,1
Medium,Education,0,1,9.132.354.781.540.340,33.458.796.743.571.700,1,0,1,0,0,0,0,1,1
Medium,Education,0,0,9.933.766.833.511.480,30.441.822.627.114.700,0,0,0,0,1,0,0,1,1
Medium,Healthcare,1,1,8.645.341.261.484.020,47.897.546.771.621.500,0,1,0,0,1,0,0,0,1
Medium,IT,1,0,10.211.186.290.578.900,16.859.770.150.412.000,0,0,1,1,1,1,0,1,1
Medium,IT,1,1,7.406.662.526.651.050,5.360.018.547.554.200,1,0,0,1,0,1,1,1,1
Medium,Healthcare,0,1,6.005.712.906.428.620,3.396.746.263.908.450,0,0,1,0,1,0,0,1,1
Medium,IT,1,1,787.038.149.287.774,5.483.929.114.591.130,1,0,0,0,1,0,0,0,1
High,Retail,1,0,8.410.369.781.472.360,59.321.957.887.437.300,0,0,1,1,0,1,1,0,1
High,IT,1,0,5.596.929.210.521.420,4.960.230.163.535.710,0,0,0,0,0,1,0,1,1
High,Retail,1,0,5.326.555.831.706.750,2.782.040.060.907.530,0,1,0,0,1,1,1,1,1
Medium,Healthcare,1,1,8.894.772.592.946.850,21.237.524.402.733.900,1,0,1,1,1,1,0,1,1
High,Healthcare,1,1,7.187.286.297.259.150,18.488.910.049.971.400,0,0,1,1,0,1,0,1,1
Medium,Retail,1,1,7.668.318.188.675.990,5.654.366.052.551.960,1,0,1,0,0,1,0,1,1
Medium,Healthcare,0,1,72.806.146.685.983.500,3.797.799.831.699.720,0,0,0,1,1,1,0,1,1
Medium,Retail,1,1,11.041.201.803.526.400,31.011.673.082.037.200,1,0,0,0,0,1,0,1,1
Medium,Retail,1,1,1.052.352.232.079,38.018.767.726.916.600,0,1,1,0,0,1,0,1,1
Medium,Retail,1,1,5.525.292.619.921.660,5.620.931.813.431.250,0,1,0,0,1,0,0,1,1
High,IT,0,1,6.934.413.573.839.100,5.168.109.678.039.320,1,0,1,0,1,0,0,1,1
High,Education,1,0,9.700.008.535.939.180,4.657.759.233.563.280,0,1,1,1,0,1,0,1,1
Medium,Education,1,1,9.203.872.474.206.480,4.956.829.086.139.600,0,1,1,1,0,0,0,1,1
Medium,Education,1,1,7.917.084.075.340.420,4.270.258.533.245.420,1,0,0,0,0,0,0,1,1
Medium,IT,1,1,5.724.799.590.071.520,4.453.169.585.944.630,1,0,1,0,0,1,0,1,1
Medium,Retail,0,1,6.634.919.907.692.900,4.331.537.846.726.570,1,0,0,1,0,0,1,0,1
High,Education,0,1,6.966.464.864.907.420,39.999.081.315.586.600,1,0,0,0,0,1,0,1,1
Medium,Retail,1,1,85.539.886.622.382,5.130.060.825.746.920,1,0,0,0,1,0,0,0,1
High,Healthcare,0,1,11.407.454.309.394.400,4.541.923.159.300.590,0,1,0,1,0,0,0,1,1
Medium,IT,1,1,6.626.239.530.423.740,2.678.927.453.339.560,1,0,1,1,0,0,0,0,1
Low,Retail,0,1,594.792.950.488.952,479.331.157.828.398,1,0,0,0,1,1,0,1,1
Medium,Retail,1,1,7.782.827.046.344.110,4.370.870.599.568.950,0,0,0,0,1,1,0,0,1
